selected_text;sentiment
I`m very sorry for the little disturbance at #SAPInsidetrack in Palo Alto! Just went into a debugging session when lines unmuted;negative
wishes  would admit she has a new lovah;neutral
i h8 waking up;negative
you told me u would be there...lol! Hmmmm where were u.....;neutral
Don`t we all!;neutral
. Hope all is well   Just thinking of you and wishing you the best! Lots of love from over here in New York;positive
Happy;positive
wow. have a safe trip back home;positive
But yeah...I`m sad about my 'Ravenclaw' account. I love that account to bits.;neutral
looks like my ION-based mini-itx board won`t ship until mid-June now at the earliest;neutral
lazy;negative
so Roman is now on pain killers and some LQ meds. Thanks Jess for agreeing to go get him yogurt before you go out!;neutral
stupid;negative
sucks;negative
Love;positive
fantastic day;positive
rendered.;positive
_Rankin  I know! a whole different meat pie back then;neutral
best;positive
sad;negative
The pool doesnt open til tomorrow!;neutral
I`m having elevated error rates... StreamKeys not found, and then connection problems. Server migration isn`t easy, huh  ?;neutral
home from school now. watching that `70 show;neutral
..  thanks;positive
d humbug.;negative
changed my picture on my profile in friendster;neutral
boo.;negative
unusual for them;neutral
tired;negative
Remind me to get out & take a pic of my blooming clematis before the wind storm tomorrow.;neutral
fun!;positive
!  so sa;negative
i hate that feeling you get when you listen to a song and it completely reminds you of how things used to be & you get emotional;negative
Liking;positive
HAPPY;positive
Happy Mother`s Day;positive
on youtube now!;neutral
ah allergies  you must be sleeping walking at work!;neutral
awesome!;positive
Just realized I hold a membership in the gym - saw my bank statement;neutral
wants Friday to come quick! I want my beauty sleep and shopping...;neutral
Exhausted. Thank goodness;neutral
beautiful,;positive
wish;positive
she likes it;positive
i hate hi;negative
misses my cousins so badly!!;negative
is on her way to Seattle! Yay for Seattle, boo for Matt leaving.;neutral
It`s teacher appreciation week - been out making deliveries to instructors this morning;neutral
that can`t be nice;negative
you didn`t even say bye;negative
Happy Mother`s day!;positive
making me sad;negative
brad we should be at Olympic village watching this. Season 1 with a 30 rack adult hood;neutral
Thanks;positive
missing;negative
special;positive
Sick;negative
Aww...thanks! He`s the best husband ever. He really is. I`m so lucky!  Hope you`re having a wonderful Saturday evening!;positive
Your STFU E3 list link is broke;neutral
I`d love to see you;positive
I think I`ve finally reached the point in my life where I need a nasal hair trimmer;neutral
Okay now that i will not be able to sleep tonight what should we do;neutral
Nice and clean now;positive
aww :/ kk I need to do a huge shopping trip at joshstore to get you also a joshmobile.. pft.;neutral
Am very tired.;negative
great!;positive
i wish i was there! but i live in holland ): but i`m going to see you in paris;neutral
I start calling people given the malicious action we pulled the other night;negative
lunch in the forrest ... its so baron.  fpu is so dead;neutral
me & raj SQUAD UP!;neutral
love;positive
Back from brunch. Hopefully I lured two more friends here.;neutral
wish me luck.;positive
where have you been? LOL;neutral
Yeah, I wanted to say this, that there`s a @ yourname section.  A bit tricky way to find your replies, tho.;neutral
No B2G1 for me.  Trying to save cash for next month`s vacation.;neutral
I`m the same, don`t panic. Big topman;neutral
Hi fellow Peruvian;neutral
I`ll take a look tomorrow - definitely want to graph as many tweets as possible!;neutral
It wasn`t a good day ..;negative
I can`t get to bed;neutral
catching up on House  season finale monday!;neutral
better;positive
Until  brings back our EVERYONE button, you can access the public timeline at;neutral
;
unny;positive
nd it`s so hard;negative
_l unfortunately not.my work ties me down 4 the whole summer.but if there`s a eu-tour this fall,I`ll be there!  I want a rebound;neutral
I`m not sure why walking around in barnes and noble comforts me so much.;positive
e haha;positive
So many wires to sort out;neutral
hurts;negative
it is very unlucky  the day wasn`t the same without you! i hope to see you on wednesday though, right?;negative
i cant believe this woman talked me into getting a different hairstyle...real talk though...i have no clue of what to do with my hair;neutral
wonderful women;positive
naw idk what ur talkin about;neutral
bad;negative
I have just been to see the Jonas Brothers 3D movie with   was funny NO ONE else was there  hahah can`t..;positive
the new T-Mobile advert in Trafalger Square looks like a lot of fun  Except if there was a load of pigeons there too.;neutral
5 am  good mornining!;positive
no one can;negative
i really should be in a bad mood. but.;neutral
played a bit pool with my buddies....going to bed now, have to work tomorrow;neutral
wishing;positive
crying;negative
Ahhh yay;positive
a waste;negative
..I`m so sad;negative
hacked;negative
stupid;negative
m hating;negative
why don`t you have that song you gave me that song;neutral
get well soon!;positive
sad be;negative
thanks;positive
amazing;positive
just got home from the City Lights show  yeahhh!;neutral
* i feel so left out!;negative
living in ballarat again;neutral
I so want to be a part of Windows Clubhouse, but my WL Spaces blog is random, and not the place where I share Windows stuff;neutral
e miss you;negative
Why are money problems so bad these days;negative
aw taxi man is going fast just for meee;positive
Ugh, frustrating.;negative
yeah but i missed it 2nite;neutral
Awe man, that sucks. Everyone makes mistakes. I have a feeling that people can forgive you;neutral
i enj;positive
shattered;negative
babysitting for the Paionks  thinking about going to see 'obsessed';neutral
Goodnight is not on the trending topics.  lol;neutral
disappointed;negative
dave why why why can`t this happen when I`m not working and can listen?! :::whining big time:::;neutral
I`m up way past my bed time.  gonna catch sum snl.;neutral
stupid stomach pain;negative
Welcome back to Japan;neutral
Not a bad look;positive
my tummy hurts;negative
That would be really great....except im not allowed to talk to boys on the phone  long story...my fault;neutral
work outside;neutral
miss;negative
Just finished weeding the flower bed. Why is it the weeds grow so well but legitimate plants hate me?;neutral
only 2 more days of minnie;neutral
nope. Gone.;neutral
?ugg.. im bored..;negative
Happy;positive
HAPPY;positive
expensive;negative
ahh but sometimes that`s the best kind of day, lazing around doing very little with a cuppa;neutral
10 out of 40 done... everyone is going to be home drinking beer starting next week;neutral
'Bandwidth Limit Exceeded' on your website;neutral
I must be cursed.;negative
Writing some mild and wild articles;neutral
The heat is here!!!;neutral
is hating the weather. UGH.;negative
72-65 Cavs! The score is and was! LOL;neutral
Love;positive
_News I should have gone;neutral
a bit worried...;negative
i really needa find more stastics;neutral
i like this Dr. Seuss quote - ï¿½You know you`re in love when you can`t fall asleep because reality is finally better than your dreams.' -;positive
Yes, you make me want to be a better person, think I mentioned it before, will continue to do so. I`m still EVIL tho!;neutral
everyone says that;neutral
early happy day of birth in case I don`t make it! Very tired from therapy today n just taking my medicine!  misshu! Love ya!;neutral
Glad to hear you`re okay. Could have really hurt, by the sounds of it. Is the couch okay? lol;neutral
trending;positive
soooo fed up;negative
Just like the old days  drinkin at the old spot .;neutral
gandang mac un ah! for sure, if its out in the market mas mahal pa sya sa macbook pro. ang cool ng concept!;neutral
escaped;negative
had an amazing night with the girls;positive
Sor;negative
Happy Mother`s Day!;positive
I want a lie in tomorrow! Won`t be getting one though;neutral
Oh you do? I have the ability to teleport;neutral
fun,;positive
beautiful;positive
HAPPY;positive
http://snipurl.com/hbp3g  Canalway Cavalcade over in `little venice` near Warwick Avenue - on today too;neutral
I read for pure escapism. Don`t make me think, take me away  non-fiction tends not to achieve that, for some strange reason;neutral
Screw you guys;negative
Bored.;negative
i told myself i wasn`t gonna cry and then one kid that everyone made fun of all year said 'it`s been a good year';neutral
Yeah, she`s done it several times. My Dumerils boa did it a few times w/ no prob. Just wonder if my hognose needs bigger food.;neutral
Went to bed at 12:20 last night. Woke up around 10:45. Holy ****.  I need to get up EARLIER. Like 8. Wish I could get up at 6 every day.;neutral
Such a good mama.;positive
tired;negative
Soo embarassed I didn`t see the tweets I`ve been getting from kind followers.    I`ll do better, I promise!!;neutral
i was sweating 2 but i didnt see u there;neutral
I misse;negative
watching the games and making some popcornss!;neutral
sorry;negative
Admitting that I don`t like action plots and I do like romance plots always makes me feel like I`m setting back the feminist cause.;neutral
So twitter is a journey now.  well, okay.;neutral
Im sure the 5 ppl who came in after me will be seen by a dentist before I will;negative
good study day;positive
sad;negative
boo  you can come over and we`ll watch telenovelas and braid each others hair.;neutral
Ok then  ...I was doing fine..now not so much lol;neutral
_thomas if only the drinking game was tonight...I don`t have to work till 5 tomorrow;neutral
I`m not good at in public;negative
e fun;positive
it soooo amazing!!;positive
you have already sinned:;negative
_skies  but gi is team edward, so i`d watch your back :p;neutral
OMG, POOR Jack.  That happened to  `s dog one time. Hope he gets better soon.;neutral
Hoping;positive
pink bubble baths and champs;neutral
im contacting PAWS Philippines so i can find 'tiger' a new owner. im so sad. i love my dog soo much;neutral
mothers day pak...;neutral
exactly  Prime Minister doesn`t need take care this issue;neutral
also  your caramels are like crack....  just thought you should know.;neutral
